badge;reportId;reportNumber;reportReference;reportTypeNumber;reportType;oieReference;newOutbreaks;totalOutbreaks;openOutbreaks;reportingDate;isLastReportUnchanged
"";173117;0;"";"IN";"IN";"IN_173117";1;1;0;"24/03/2025";false
