badge;reportId;reportNumber;reportReference;reportTypeNumber;reportType;oieReference;newOutbreaks;totalOutbreaks;openOutbreaks;reportingDate;isLastReportUnchanged
"";9270;1;"NRL-AI/BLRI/2016/03 dated-15/02/2016";"FUR_1";"FUR";"FUR_20220";0;1;0;"20/05/2016";false
"";8999;0;"NRL-AI/BLRI/2016/03 dated-15/02/2016";"IN";"IN";"IN_19727";1;1;0;"15/02/2016";false
