badge;reportId;reportNumber;reportReference;reportTypeNumber;reportType;oieReference;newOutbreaks;totalOutbreaks;openOutbreaks;reportingDate;isLastReportUnchanged
"";174033;0;"";"IN";"IN";"IN_174033";1;1;0;"30/04/2025";false
